Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game,Home Team ID,Visiting Team ID
2024-12-22,22400389,6:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,IND,East,Central,No,No,1610612758,1610612754
2024-12-22,22400390,7:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DEN,West,Northwest,No,Yes,1610612740,1610612743
2024-12-23,22400404,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,DET,East,Central,No,No,1610612747,1610612765
2024-12-23,22400403,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,IND,East,Central,No,No,1610612744,1610612754
2024-12-23,22400402,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,PHX,West,Pacific,No,Yes,1610612743,1610612756
2024-12-23,22400401,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,POR,West,Northwest,No,Yes,1610612742,1610612757
2024-12-23,22400400,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,WAS,East,Southeast,No,No,1610612760,1610612764
2024-12-23,22400399,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,LAC,West,Pacific,No,Yes,1610612763,1610612746
2024-12-23,22400396,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,BKN,East,Atlantic,No,Yes,1610612748,1610612751
2024-12-23,22400398,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIL,East,Central,Yes,Yes,1610612741,1610612749
2024-12-23,22400391,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,HOU,West,Southwest,No,No,1610612766,1610612745
2024-12-23,22400392,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,UTA,West,Northwest,No,No,1610612739,1610612762
2024-12-23,22400397,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612752,1610612761
2024-12-23,22400394,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,SAS,West,Southwest,No,No,1610612755,1610612759
2024-12-23,22400393,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,BOS,East,Atlantic,No,Yes,1610612753,1610612738
2024-12-23,22400395,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIN,West,Northwest,No,No,1610612737,1610612750
2024-12-25,22400407,5:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612738,1610612755
2024-12-25,22400408,8:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,LAL,West,Pacific,Yes,Yes,1610612744,1610612747
2024-12-25,22400409,10:30 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,DEN,West,Northwest,No,Yes,1610612756,1610612743
2024-12-25,22400405,12:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,SAS,West,Southwest,No,No,1610612752,1610612759
2024-12-25,22400406,2:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIN,West,Northwest,No,Yes,1610612742,1610612750
2024-12-26,22400410,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,OKC,West,Northwest,No,No,1610612754,1610612760
2024-12-26,22400411,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,MIA,East,Southeast,Yes,Yes,1610612753,1610612748
2024-12-26,22400412,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,CHA,East,Southeast,Yes,Yes,1610612764,1610612766
2024-12-26,22400414,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,TOR,East,Atlantic,No,No,1610612763,1610612761
2024-12-26,22400415,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,BKN,East,Atlantic,No,Yes,1610612749,1610612751
2024-12-26,22400416,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,HOU,West,Southwest,Yes,Yes,1610612740,1610612745
2024-12-26,22400417,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,UTA,West,Northwest,Yes,Yes,1610612757,1610612762
2024-12-26,22400418,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,DET,East,Central,No,No,1610612758,1610612765
2024-12-26,22400413,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,CHI,East,Central,No,Yes,1610612737,1610612741
2024-12-27,22400425,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,DAL,West,Southwest,No,Yes,1610612756,1610612742
2024-12-27,22400426,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612746,1610612744
2024-12-27,22400424,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,CLE,East,Central,No,No,1610612743,1610612739
2024-12-27,22400422,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIN,West,Northwest,No,Yes,1610612745,1610612750
2024-12-27,22400421,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,SAS,West,Southwest,No,No,1610612751,1610612759
2024-12-27,22400420,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,IND,East,Central,No,Yes,1610612738,1610612754
2024-12-27,22400419,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,NYK,East,Atlantic,No,Yes,1610612753,1610612752
2024-12-27,22400423,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612740,1610612763
2024-12-28,22400435,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,SAC,West,Pacific,Yes,Yes,1610612747,1610612758
2024-12-28,22400434,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,DAL,West,Southwest,No,Yes,1610612757,1610612742
2024-12-28,22400433,9:30 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,PHI,East,Atlantic,No,No,1610612762,1610612755
2024-12-28,22400427,3:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIA,East,Southeast,Yes,Yes,1610612737,1610612748
2024-12-28,22400431,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,PHX,West,Pacific,Yes,Yes,1610612744,1610612756
2024-12-28,22400430,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIL,East,Central,Yes,Yes,1610612741,1610612749
2024-12-28,22400429,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,NYK,East,Atlantic,No,Yes,1610612764,1610612752
2024-12-28,22400432,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,DET,East,Central,No,No,1610612743,1610612765
2024-12-28,22400428,6:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,OKC,West,Northwest,No,No,1610612766,1610612760
2024-12-29,22400440,7:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MEM,West,Southwest,No,Yes,1610612760,1610612763
2024-12-29,22400441,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,SAS,West,Southwest,No,Yes,1610612750,1610612759
2024-12-29,22400438,6:00 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,ATL,East,Southeast,No,Yes,1610612761,1610612737
2024-12-29,22400436,3:30 pm ET,Kia Center,Orlando,ORL,East,Southeast,BKN,East,Atlantic,No,Yes,1610612753,1610612751
2024-12-29,22400439,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MIA,East,Southeast,No,No,1610612745,1610612748
2024-12-29,22400437,6:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,IND,East,Central,No,Yes,1610612738,1610612754
2024-12-30,22400442,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,CHI,East,Central,No,Yes,1610612766,1610612741
2024-12-30,22400443,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,NYK,East,Atlantic,No,Yes,1610612764,1610612752
2024-12-30,22400444,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,LAC,West,Pacific,No,Yes,1610612740,1610612746
2024-12-30,22400445,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,DEN,West,Northwest,Yes,Yes,1610612762,1610612743
2024-12-30,22400446,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,CLE,East,Central,No,No,1610612744,1610612739
2024-12-30,22400447,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,PHI,East,Atlantic,No,No,1610612757,1610612755
2024-12-30,22400448,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,DAL,West,Southwest,No,Yes,1610612758,1610612742
2024-12-31,22400454,9:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,CLE,East,Central,No,No,1610612747,1610612739
2024-12-31,22400450,3:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,MIL,East,Central,Yes,Yes,1610612754,1610612749
2024-12-31,22400451,7:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,LAC,West,Pacific,No,Yes,1610612759,1610612746
2024-12-31,22400452,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612760,1610612750
2024-12-31,22400449,3:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612738,1610612761
2024-12-31,22400453,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MEM,West,Southwest,No,Yes,1610612756,1610612763
2025-01-01,22400455,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,ORL,East,Southeast,No,Yes,1610612765,1610612753
2025-01-01,22400456,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,CHI,East,Central,No,Yes,1610612764,1610612741
2025-01-01,22400457,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,NOP,West,Southwest,No,No,1610612748,1610612740
2025-01-01,22400458,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,UTA,West,Northwest,No,No,1610612752,1610612762
2025-01-01,22400459,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,BKN,East,Atlantic,Yes,Yes,1610612761,1610612751
2025-01-01,22400460,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612745,1610612742
2025-01-01,22400461,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,ATL,East,Southeast,No,No,1610612743,1610612737
2025-01-01,22400462,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,PHI,East,Atlantic,No,No,1610612758,1610612755
2025-01-02,22400467,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,PHI,East,Atlantic,No,No,1610612744,1610612755
2025-01-02,22400468,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,POR,West,Northwest,No,Yes,1610612747,1610612757
2025-01-02,22400466,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,LAC,West,Pacific,No,Yes,1610612760,1610612746
2025-01-02,22400463,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,IND,East,Central,No,Yes,1610612748,1610612754
2025-01-02,22400464,7:30 pm ET,Target Center,Minneapolis,MIN,West,Northwest,BOS,East,Atlantic,No,No,1610612750,1610612738
2025-01-02,22400465,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,BKN,East,Atlantic,No,Yes,1610612749,1610612751
2025-01-03,22400477,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,ATL,East,Southeast,No,No,1610612747,1610612737
2025-01-03,22400474,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,CLE,East,Central,No,No,1610612742,1610612739
2025-01-03,22400476,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MEM,West,Southwest,No,Yes,1610612758,1610612763
2025-01-03,22400475,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAS,West,Southwest,No,Yes,1610612743,1610612759
2025-01-03,22400473,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,NYK,East,Atlantic,No,No,1610612760,1610612752
2025-01-03,22400471,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,BOS,East,Atlantic,No,No,1610612745,1610612738
2025-01-03,22400470,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,ORL,East,Southeast,No,Yes,1610612761,1610612753
2025-01-03,22400469,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CHA,East,Southeast,No,Yes,1610612765,1610612766
2025-01-03,22400472,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,WAS,East,Southeast,No,No,1610612740,1610612764
2025-01-04,22400486,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,ATL,East,Southeast,No,No,1610612746,1610612737
2025-01-04,22400484,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,DEN,West,Northwest,No,Yes,1610612759,1610612743
2025-01-04,22400485,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,MEM,West,Southwest,No,Yes,1610612744,1610612763
2025-01-04,22400482,8:00 pm ET,United Center,Chicago,CHI,East,Central,NYK,East,Atlantic,No,Yes,1610612741,1610612752
2025-01-04,22400483,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,POR,West,Northwest,No,No,1610612749,1610612757
2025-01-04,22400480,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,PHX,West,Pacific,No,No,1610612754,1610612756
2025-01-04,22400479,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,MIN,West,Northwest,No,No,1610612765,1610612750
2025-01-04,22400478,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612751,1610612755
2025-01-04,22400481,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,UTA,West,Northwest,No,No,1610612748,1610612762
2025-01-05,22400492,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,SAC,West,Pacific,Yes,Yes,1610612744,1610612758
2025-01-05,22400491,7:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,LAL,West,Pacific,No,Yes,1610612745,1610612747
2025-01-05,22400489,6:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,NOP,West,Southwest,No,No,1610612764,1610612740
2025-01-05,22400490,6:30 pm ET,Kia Center,Orlando,ORL,East,Southeast,UTA,West,Northwest,No,No,1610612753,1610612762
2025-01-05,22400487,3:30 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,BOS,East,Atlantic,No,No,1610612760,1610612738
2025-01-05,22400488,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,CHA,East,Southeast,No,Yes,1610612739,1610612766
2025-01-06,22400500,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,LAC,West,Pacific,No,Yes,1610612750,1610612746
2025-01-06,22400501,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,MIA,East,Southeast,No,No,1610612758,1610612748
2025-01-06,22400498,8:00 pm ET,United Center,Chicago,CHI,East,Central,SAS,West,Southwest,No,No,1610612741,1610612759
2025-01-06,22400497,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,MIL,East,Central,No,Yes,1610612761,1610612749
2025-01-06,22400499,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612763,1610612742
2025-01-06,22400495,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,IND,East,Central,No,Yes,1610612751,1610612754
2025-01-06,22400494,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,PHX,West,Pacific,No,No,1610612755,1610612756
2025-01-06,22400493,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,POR,West,Northwest,No,No,1610612765,1610612757
2025-01-06,22400496,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,ORL,East,Southeast,No,Yes,1610612752,1610612753
2025-01-07,22400507,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,BOS,East,Atlantic,No,No,1610612743,1610612738
2025-01-07,22400502,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,PHX,West,Pacific,No,No,1610612766,1610612756
2025-01-07,22400503,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,HOU,West,Southwest,No,No,1610612764,1610612745
2025-01-07,22400504,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,LAL,West,Pacific,No,Yes,1610612742,1610612747
2025-01-07,22400505,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MIN,West,Northwest,No,Yes,1610612740,1610612750
2025-01-07,22400506,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,ATL,East,Southeast,No,No,1610612762,1610612737
2025-01-07,22400508,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,MIA,East,Southeast,No,No,1610612744,1610612748
2025-01-08,22400515,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,LAC,West,Pacific,No,Yes,1610612743,1610612746
2025-01-08,22400516,9:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,SAS,West,Southwest,No,No,1610612749,1610612759
2025-01-08,22400514,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,POR,West,Northwest,No,Yes,1610612740,1610612757
2025-01-08,22400513,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,DET,East,Central,No,Yes,1610612751,1610612765
2025-01-08,22400510,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CHI,East,Central,Yes,Yes,1610612754,1610612741
2025-01-08,22400511,7:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612752,1610612761
2025-01-08,22400509,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,OKC,West,Northwest,No,No,1610612739,1610612760
2025-01-08,22400512,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,WAS,East,Southeast,No,Yes,1610612755,1610612764
2025-01-09,22400517,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,TOR,East,Atlantic,No,Yes,1610612739,1610612761
2025-01-09,22400518,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,GSW,West,Pacific,No,No,1610612765,1610612744
2025-01-09,22400519,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,MIN,West,Northwest,No,No,1610612753,1610612750
2025-01-09,22400520,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,HOU,West,Southwest,Yes,Yes,1610612763,1610612745
2025-01-09,22400521,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,POR,West,Northwest,No,Yes,1610612742,1610612757
2025-01-09,22400522,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,ATL,East,Southeast,No,No,1610612756,1610612737
2025-01-09,22400523,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MIA,East,Southeast,No,No,1610612762,1610612748
2025-01-09,22400524,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,CHA,East,Southeast,No,No,1610612747,1610612766
2025-01-10,22400531,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,BKN,East,Atlantic,No,No,1610612743,1610612751
2025-01-10,22400530,8:00 pm ET,United Center,Chicago,CHI,East,Central,WAS,East,Southeast,No,Yes,1610612741,1610612764
2025-01-10,22400529,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,OKC,West,Northwest,No,No,1610612752,1610612760
2025-01-10,22400528,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,SAC,West,Pacific,No,No,1610612738,1610612758
2025-01-10,22400526,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,MIL,East,Central,No,Yes,1610612753,1610612749
2025-01-10,22400525,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,GSW,West,Pacific,No,No,1610612754,1610612744
2025-01-10,22400527,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,NOP,West,Southwest,No,No,1610612755,1610612740
2025-01-11,22400532,3:00 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,HOU,West,Southwest,No,No,1610612737,1610612745
2025-01-11,22400533,5:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,UTA,West,Northwest,No,Yes,1610612756,1610612762
2025-01-11,22400534,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,TOR,East,Atlantic,No,Yes,1610612765,1610612761
2025-01-11,22400535,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,MEM,West,Southwest,No,Yes,1610612750,1610612763
2025-01-11,22400536,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MIA,East,Southeast,No,No,1610612757,1610612748
2025-01-11,22400537,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,SAS,West,Southwest,No,Yes,1610612747,1610612759
2025-01-11,22400538,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,CHA,East,Southeast,No,No,1610612746,1610612766
2025-01-12,22400546,8:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,BKN,East,Atlantic,No,No,1610612762,1610612751
2025-01-12,22400547,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,CHA,East,Southeast,No,No,1610612756,1610612766
2025-01-12,22400545,6:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,OKC,West,Northwest,No,No,1610612764,1610612760
2025-01-12,22400543,6:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,IND,East,Central,Yes,Yes,1610612739,1610612754
2025-01-12,22400544,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,PHI,East,Atlantic,No,Yes,1610612753,1610612755
2025-01-12,22400541,3:30 pm ET,United Center,Chicago,CHI,East,Central,SAC,West,Pacific,No,No,1610612741,1610612758
2025-01-12,22400540,3:00 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,DEN,West,Northwest,No,Yes,1610612742,1610612743
2025-01-12,22400539,3:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MIL,East,Central,No,Yes,1610612752,1610612749
2025-01-12,22400542,6:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,NOP,West,Southwest,No,No,1610612738,1610612740
2025-01-13,22400553,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MIA,East,Southeast,No,No,1610612746,1610612748
2025-01-13,22400551,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612745,1610612763
2025-01-13,22400550,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,GSW,West,Pacific,No,No,1610612761,1610612744
2025-01-13,22400552,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,SAS,West,Southwest,No,Yes,1610612747,1610612759
2025-01-13,22400548,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,MIN,West,Northwest,No,No,1610612764,1610612750
2025-01-13,22400549,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,DET,East,Central,No,Yes,1610612752,1610612765
2025-01-14,22400560,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,BKN,East,Atlantic,No,No,1610612757,1610612751
2025-01-14,22400554,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,CLE,East,Central,Yes,Yes,1610612754,1610612739
2025-01-14,22400555,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,OKC,West,Northwest,No,No,1610612755,1610612760
2025-01-14,22400556,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,PHX,West,Pacific,No,No,1610612737,1610612756
2025-01-14,22400557,8:00 pm ET,United Center,Chicago,CHI,East,Central,NOP,West,Southwest,No,No,1610612741,1610612740
2025-01-14,22400558,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,SAC,West,Pacific,No,No,1610612749,1610612758
2025-01-14,22400559,9:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,DEN,West,Northwest,No,Yes,1610612742,1610612743
2025-01-15,22400568,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,HOU,West,Southwest,No,Yes,1610612743,1610612745
2025-01-15,22400569,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,CHA,East,Southeast,No,No,1610612762,1610612766
2025-01-15,22400571,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,BKN,East,Atlantic,No,No,1610612746,1610612751
2025-01-15,22400567,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612759,1610612763
2025-01-15,22400570,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,MIA,East,Southeast,No,No,1610612747,1610612748
2025-01-15,22400566,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612740,1610612742
2025-01-15,22400564,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,ORL,East,Southeast,No,Yes,1610612749,1610612753
2025-01-15,22400563,8:00 pm ET,United Center,Chicago,CHI,East,Central,ATL,East,Southeast,No,Yes,1610612741,1610612737
2025-01-15,22400562,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612761,1610612738
2025-01-15,22400561,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,NYK,East,Atlantic,Yes,Yes,1610612755,1610612752
2025-01-15,22400565,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,GSW,West,Pacific,No,Yes,1610612750,1610612744
2025-01-16,22400572,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,IND,East,Central,Yes,Yes,1610612765,1610612754
2025-01-16,22400573,7:30 pm ET,Capital One Arena,Washington,WAS,East,Southeast,PHX,West,Pacific,No,No,1610612764,1610612756
2025-01-16,22400574,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,CLE,East,Central,No,No,1610612760,1610612739
2025-01-16,22400575,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,LAC,West,Pacific,No,Yes,1610612757,1610612746
2025-01-16,22400576,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,HOU,West,Southwest,No,Yes,1610612758,1610612745
2025-01-17,22400584,9:30 pm ET,United Center,Chicago,CHI,East,Central,CHA,East,Southeast,No,Yes,1610612741,1610612766
2025-01-17,22400585,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,BKN,East,Atlantic,No,No,1610612747,1610612751
2025-01-17,22400583,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,OKC,West,Northwest,No,Yes,1610612742,1610612760
2025-01-17,22400581,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,UTA,West,Northwest,No,Yes,1610612740,1610612762
2025-01-17,22400582,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,MEM,West,Southwest,Yes,Yes,1610612759,1610612763
2025-01-17,22400579,8:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,DEN,West,Northwest,No,No,1610612748,1610612743
2025-01-17,22400578,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MIN,West,Northwest,No,No,1610612752,1610612750
2025-01-17,22400577,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,ORL,East,Southeast,No,Yes,1610612738,1610612753
